alpha,edge_mean_holdout,edge_std_holdout,harm_mean_holdout,harm_std_holdout,gap_mean_holdout,gap_std_holdout,edge_mean_random,edge_std_random,harm_mean_random,harm_std_random,gap_mean_random,gap_std_random
-10.0,0.5182431014602426,0.04539072068769144,0.915,0.025617376914898984,0.3967568985397575,0.03362763539423156,0.945,0.015138251770487455,1.0,0.0,0.05500000000000001,0.015138251770487445
-8.0,0.5953635455969961,0.028360646922919213,0.975,0.01976423537605237,0.37963645440300386,0.018168638547676804,0.9333333333333333,0.013176156917368214,1.0,0.0,0.06666666666666668,0.013176156917368238
-6.0,0.6859966114970912,0.01664766303976337,1.0,0.0,0.3140033885029088,0.01664766303976339,0.9233333333333332,0.01086533734200443,1.0,0.0,0.07666666666666669,0.010865337342004427
-4.0,0.7627897984118003,0.01328434133391954,1.0,0.0,0.2372102015881997,0.013284341333919524,0.9216666666666666,0.012638125740085939,1.0,0.0,0.07833333333333334,0.012638125740085921
-2.0,0.8400079226462343,0.015170806905970682,1.0,0.0,0.15999207735376586,0.015170806905970655,0.915,0.0037267799624996394,1.0,0.0,0.08500000000000003,0.0037267799624996364
-1.0,0.9130275246552829,0.014600187011733153,1.0,0.0,0.08697247534471708,0.01460018701173317,0.9116666666666667,0.004564354645876372,1.0,0.0,0.08833333333333335,0.004564354645876367
0.0,0.9130275246552829,0.014600187011733153,1.0,0.0,0.08697247534471708,0.01460018701173317,0.9083333333333334,0.0,1.0,0.0,0.09166666666666667,0.0
1.0,0.9268262207181299,0.018055993577265814,1.0,0.0,0.0731737792818701,0.018055993577265797,0.9083333333333334,0.0,1.0,0.0,0.09166666666666667,0.0
2.0,0.9538148342081824,0.02100606411849763,1.0,0.0,0.04618516579181755,0.021006064118497637,0.9083333333333334,0.0,1.0,0.0,0.09166666666666667,0.0
4.0,0.9674861861302538,0.020156598514789018,1.0,0.0,0.032513813869746076,0.020156598514789018,0.9083333333333334,0.0,1.0,0.0,0.09166666666666667,0.0
6.0,0.9937484737484737,0.008561996278175272,1.0,0.0,0.0062515262515262515,0.008561996278175275,0.9,0.011785113019775794,1.0,0.0,0.1,0.011785113019775788
